Nombre,Empresa,Tecnología,Fase,Combustible,Matriz,Sector,Fecha operación,Capacidad (MW),Generación (GWh),Inversión (mdd),Modalidad,Entidad,Permiso CRE,MIA,Aprobación MIA,Notas,X,Y
Sabritas Planta Orizaba,"Sabritas, S. de R. L. de C. V.",Combustión interna,En operación,Diesel,PepsiCo Inc.,Privado,2008,2.98,2.63,2.68,Autoabastecimiento,Veracruz,E/799/AUT/2008,,No encontrado,,-10804840.35236407,2139068.9781252015
Saint Gobain América (Tlaxcala),"Saint Gobain América, S. A. de C. V.",Combustión interna,En operación,Diesel,Saint Gobain,Privado,2007,3.5,2.28,3.15,Autoabastecimiento,Tlaxcala,E/628/AUT/2007,,No encontrado,,-10916211.209309982,2213734.809050578
Sales del Istmo,"Sales del Istmo, S. A. de C. V.",Combustión interna,En operación,Diesel,CYDSA,Privado,2007,3,3,2.7,Autoabastecimiento,Veracruz,E/567/AUT/2006,,No encontrado,,-10507468.100413766,2049940.0817104967
San Luis Metal Forming,"San Luis Metal Forming, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,"San Luis Metal Forming, S. A. de C. V.",Privado,2017,3.6,23.46,4.09,Generación,San Luis Potosí,E/1990/GEN/2017,,No encontrado,,-11229516.218114166,2508330.6730544134
Sánchez,"Sánchez, S. A. de C. V.",Combustión interna,En operación,Gas Natural,"Sánchez, S. A. de C. V.",Privado,2016,1.88,14.85,1.7,Cogeneración,Ciudad de México,E/1260/COG/2014,,No encontrado,,-11032283.364424428,2210848.9642169904
Seal For Life Industries México,"Seal For Life Industries México, S. de R. L. de C. V.",Combustión interna,En operación,Diesel,Berry Global Group Inc.,Privado,2010,1.5,0.72,1.35,Autoabastecimiento,Baja California,E/856/AUT/2010,,No encontrado,,-13014241.38570542,3834600.4912752258
Sigma Alimentos Centro Planta Atitalaquia,"Sigma Alimentos Centro, S. A. de C. V.",Combustión interna,En operación,Gas Natural,Alfa S.A.B de C.V.,Privado,2011,3.18,19.72,2.86,Cogeneración,Hidalgo,E/896/COG/2011,,No encontrado,,-11049230.682664618,2278930.051218141
Sílices de Veracrúz,"Sílices de Veracrúz, S. A. de C. V.",Combustión interna,En operación,Diesel,Crown Holdings Inc.,Privado,2007,7.3,9.4,6.57,Autoabastecimiento,Veracruz,E/584/AUT/2007,,No encontrado,,-10810254.06633062,2135975.8528700164
"Sistema de Agua y Saneamiento Metropolitano de Veracruz, Boca del Río y Medellín",Sistema de Agua y Saneamiento Metropolitano de Veracruz,Combustión interna,En operación,Diesel,Sistema de Agua y Saneamiento Metropolitano de Veracruz,Público,2007,2.8,1.77,2.52,Autoabastecimiento,Veracruz,E/576/AUT/2007,,No encontrado,,-10704870.556026896,2163106.230299826
Sistema de bombeo campo Ek-Balam,PEMEX,Turbina de Gas y Combustion interna,En operación,Gas Dulce,PEMEX,Público,1991,16.74,30.35,15.06,Autoabastecimiento,Campeche,E/54/AUT/96,,No encontrado,,-10236801.104874091,2212238.221876995
Sistemas energeticos SISA,"Sistemas Energeticos Sisa, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,CYDSA,Privado,2015,64,518,57.6,Cogeneración,Veracruz,E/1227/COG/2014,,No encontrado,,-10507648.011635201,2049950.5931193617
Sistemas Energeticos SISA Planta II,"Sistemas Energeticos SISA, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,CYDSA,Privado,2016,64,504,57.6,Cogeneración,Veracruz,E/1466/COG/2015,,No encontrado,,-10507516.277262993,2049654.9768773045
Sky EPS Supply Edomex,"Sky EPS Supply, S. A. de C. V.",Combustión interna,En operación,Gas Natural,"Sky EPS Supply SM, S. A. de C. V.",Privado,2013,27.2,228.74,24.48,Cogeneración,Puebla,E/987/COG/2013,21PU2013ED007,Autorizado condicionado,,-10954443.49101235,2180454.3077906035
Sky EPS Supply SM (planta 1),"Sky EPS Supply SM, S. A. de C. V.",Combustión interna,En operación,Gas Natural,"Sky EPS Supply SM, S. A. de C. V.",Privado,2015,20.4,171.55,18.36,Cogeneración,Puebla,E/1061/COG/2013,21PU2013ED020,Autorizado,,-10955447.685214482,2186643.7240965148
Nonoalco,CFE Generación I,Turbina de Gas,En construcción,Gas Natural,CFE,Público,null,91.02,64.62,null,Generación,Ciudad de México,E/2271/GEN/2022,No encontrado,No encontrado,,-11037290.988228146,2208056.759313675
Sociedad Autoabastecedora de Energía Verde de Aguascalientes,Sociedad Autoabastecedora de Energía Verde de Aguascalientes,Combustión interna,En operación,Biogas,ENER-G PLC,Privado,2011,2.62,20.92,2.35,Autoabastecimiento,Aguascalientes,E/847/AUT/2010,,No encontrado,,-11378323.781965228,2507418.8647497976
SONY Nuevo Laredo,"TKR de México, S.A. de C.V.",Combustión interna,En operación,Gas Natural,"TKR de México, S.A. de C.V.",Privado,2011,2.06,16.44,1.85,Autoabastecimiento,Tamaulipas,E/899/AUT/2011,,No encontrado,,-11079695.666934393,3176629.0589732174
Suez Medio Ambiente México,"Suez Medio Ambiente México, S. A. de C. V.",Combustión interna,En operación,Biogas,Suez,Privado,2017,1.35,9.95,1.22,Generación,Chihuahua,E/995/GEN/2013,,No encontrado,,-11836658.038632754,3716666.4341175966
Don José,Más Energía S. de R.L. de C.V.,Fotovoltaica,En operación,Sol,Enel Green Power,Privado,2018,250,651,314.3,Generación,Guanajuato,E/1849/GEN/2016,11GU2016ED086,Autorizado condicionado,,-11197940.237496402,2432530.0640802844
Mexicana de Cobre,Mexicana de Cobre S.A de C.V.,Turbina de Gas,En operación,Combustoleo,Grupo México,Privado,1997,36.5,287.61,43.8,Autoabastecimiento,Sonora,E/84/AUT/98,26SO2018M0021,No encontrado,,-12204307.52521998,3566689.1349310377
Parque FV Quetzal,Union Fenosa Mexico S.A. de C.V.,Fotovoltaica,En proyecto con permiso de la CRE,Sol,Naturgy Energy Group S.A.,Privado,null,160.56,471.02,128.23,Generación,Durango,E/2051/GEN/2018,10DU2019E0050,Autorizado condicionado,,-11630922.156958265,2783005.0287606493
Loma Roja,"Energías Renovables Venta III, S.A. de C.V.",Fotovoltaica,En proyecto sin permiso de la CRE,Sol,Iberdrola,Privado,null,273,null,300,No definida,Puebla,Permiso no encontrado,21PU2021E0051,Negado,,-10872524.072183661,2184221.522973146
Plami,Plami S.A. DE C.V.,Turbina de Gas,En construcción,Gas Natural,Plami S.A. DE C.V.,Privado,null,1.5,12.35,null,Generación,Estado de México,E/2265/GEN/2022,No encontrado,No encontrado,,-11046185.589200934,2211418.414543433
Sky EPS Supply SM (planta 2),"Sky EPS Supply SM, S. A. de C. V.",Combustión interna,En operación,Gas Natural,"Sky EPS Supply SM, S. A. de C. V.",Privado,2018,8,66.58,7.13,Generación,Puebla,E/2093/GEN/2018,21PU2013ED020,Autorizado,,-10955555.924494965,2187001.5532144564
CC Tuxpan V,Electricidad Sol de Tuxpan S. de R.L. de C.V.,Ciclo Combinado,En operación,Gas Natural,Mitsubishi / Kyushu Electric Power,Privado,2006,495,3787.32,555.97,Productor Independiente de Energía,Veracruz,E/292/PIE/2004,30VE2004E0008,Autorizado condicionado,La CRE señala 548.4 MW de capacidad y la CFE 495 MW de Capacidad Neta Demostrada,-10824829.511312425,2373141.5648721717
Smurfit Cartón y Papel de México,"Smurfit Cartón y Papel de México, S. A. de C. V.",Turbina de Gas,En proyecto con permiso de la CRE terminado,Gas Natural,Smurfit Kappa Group PLC,Privado,null,30,175.2,27,Cogeneración,Estado de México,E/1485/COG/2015,,No encontrado,,-11027111.277205015,2218322.724657621
Solís,Hidroeléctrica Solis,Turbina Hidráulica,En proyecto con permiso de la CRE terminado,Agua,Energy Ressources,Privado,null,15,34.36,22.5,Pequeño Productor,Guanajuato,E/1151/PP/2014,11GU2006E0003,Autorizado condicionado,,-11206386.96676188,2279224.715211158
Laguna I,FOTOVOLT SAPI DE C. V.,Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,FOTOVOLT SAPI DE C. V.,Privado,null,150.16,403.38,296.9,Generación,Coahuila,E/1738/GEN/2016,05CO2015ED029,No encontrado,,-11463046.85118763,2948570.933807017
Sulzer Pumps México,"Sulzer Pumps México, S. A. de C. V.",Combustión interna,En proyecto con permiso de la CRE revocado,Diesel,Sulzer AG,Privado,2015,6,1.44,5.4,Autoabastecimiento,Estado de México,E/1106/AUT/2013,,No encontrado,,-11043261.867378062,2233366.3971761856
Hokchi Energy,"Hokchi Energy, S. A. de C. V",Turbina de Gas,En operación,Gas Natural,Pan American Energy LLC,Privado,null,40.38,114.2,null,Generación,Tabasco,E/2267/GEN/2022,No encontrado,No encontrado,,-10380789.494347814,2088300.325885901
Los Altos II,"Eólica Los Altos, S. A. P. I. de C. V. filial de Grupo Dragon",Eólico,En proyecto sin permiso de la CRE,Viento,Grupo Salinas,Privado,null,100,null,null,No definida,Jalisco,Permiso no encontrado,,No encontrado,,-11323189.629317982,2471251.6921896604
Aura Solar I,"Servicios Comerciales de Energía, S. A. de C. V.",Fotovoltaica,En operación,Sol,Corporación Aura Solar / Gauss Energía,Privado,2014,30,86,45,Pequeño Productor,Baja California Sur,E/938/PP/2012,,No encontrado,,-12281346.955833511,2761033.8311026637
TELMEX Central Culhuacán,Teléfonos de México S.A.B. de C.V. (Telmex),Combustión interna,En operación,Diesel,Grupo Carso,Privado,2005,2.33,0.35,2.09,Autoabastecimiento,Ciudad de México,E/376/AUT/2005,,No encontrado,,-11030179.536254732,2197192.6547340783
TELMEX Central Culhuacán,Teléfonos de México S.A.B. de C.V. (Telmex),Combustión interna,En operación,Diesel,Grupo Carso,Privado,2005,2.4,1.68,2.16,Autoabastecimiento,Ciudad de México,E/380/AUT/2005,,No encontrado,,-11032693.615709824,2193411.0207812022
TELMEX Central Roma,Teléfonos de México S.A.B. de C.V. (Telmex),Combustión interna,En operación,Diesel,Grupo Carso,Privado,2005,3.23,1.87,2.91,Autoabastecimiento,Ciudad de México,E/412/AUT/2005,,No encontrado,,-11038982.944300663,2204733.0643427074
TELMEX Central Vallejo,Teléfonos de México S.A.B. de C.V. (Telmex),Combustión interna,En operación,Diesel,Grupo Carso,Privado,2005,2.2,1.54,1.98,Autoabastecimiento,Ciudad de México,E/369/AUT/2005,,No encontrado,,-11037898.581140844,2212291.3793383776
TELMEX Centro Administrativo Nextengo,Teléfonos de México S.A.B. de C.V. (Telmex),Combustión interna,En operación,Gas Natural,Grupo Carso,Privado,2005,4.85,3.39,4.37,Autoabastecimiento,Ciudad de México,E/346/AUT/2005,,No encontrado,,-11041897.730508009,2210687.010593066
TELMEX Centro Administrativo San Juan,"Teléfonos de México, S. A. de C. V., Centro Administrativo San Juan",Combustión interna,En operación,Diesel,Grupo Carso,Privado,2005,6.25,4.37,5.63,Autoabastecimiento,Ciudad de México,E/469/AUT/2005,09DF2005E0002,Autorizado,,-11036691.851143967,2205525.685026128
TELMEX Centro Administrativo VerónicaEn operacion,Teléfonos de México S.A.B. de C.V. (Telmex),Combustión interna,En operación,Diesel,Grupo Carso,Privado,2005,2.48,0.53,2.23,Autoabastecimiento,Ciudad de México,E/471/AUT/2005,,No encontrado,,-11039966.563321311,2206628.9447064754
Tepexic,"Generadora Fénix, S. A. P. I. de C. V.",Turbina Hidráulica,En operación,Agua,Mota-Engil / SME,Privado,1923,15,78.84,22.5,Generación,Puebla,E/1732/GEN/2016,,No encontrado,,-10903491.761915518,2297820.230240641
Planta Cogeneradora Data Center,"Radiomóvil Dipsa, S. A. de C. V.",Cogeneración,En construcción,Gas Natural,Grupo Carso,Privado,null,7,61.32,8.56,Generación,Estado de México,E/2239/GEN/2020,15EM2022E0019,Autorizado condicionado,,-11104569.65760895,2222780.9985895962
Supiac,"HIDROELECTRICA OSTUACAN-SUPIAC, S.A. DE C.V.",Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,"HIDROELECTRICA OSTUACAN-SUPIAC, S.A. DE C.V.",Privado,null,19,null,null,No definida,Chiapas,Permiso no encontrado,07CH2011ED009,No encontrado,,-10384206.783415772,1971264.8964685188
Bii Nee Stepa II (Dos Arbolitos),Iberdrola compró el proyecto a Gamesa en 2013,Eólico,En operación,Viento,Iberdrola,Privado,2012,70,218.89,140,Autoabastecimiento,Oaxaca,E/1159/AUT/2014,,No encontrado,,-10570088.732606545,1864532.8967644658
Bii Nee Stepa III (El Retiro),Grupo México,Eólico,En operación,Viento,Grupo México,Privado,2014,74,231.39,148,Autoabastecimiento,Oaxaca,E/1028/AUT/2013,,No encontrado,,-10566561.090300975,1863695.9274284907
Cimaron Wind,Energía Sierra Juárez S. de R.L. de C.V.,Eólico,En construcción,Viento,Sempra Energy,Privado,null,330,1025.8,null,No definida,Baja California,E/2299/GEN/2023,02BC2022E0035,En evaluacion,Tiene autorización de la CRE para exportar electricidad (AUT/007/2023).,-12911868.931817878,3818790.974606603
Tepexic 2,"Generadora Fénix, S. A. P. I. de C. V.",Turbina Hidráulica,En operación,Agua,Mota-Engil / SME,Privado,2016,15,78.84,22.5,Generación,Puebla,E/1800/GEN/2016,,No encontrado,,-10903472.822017355,2297908.7249090844
Tepexic 3,"Generadora Fénix, S. A. P. I. de C. V.",Turbina Hidráulica,En operación,Agua,Mota-Engil / SME,Privado,2016,15,78.84,22.5,Generación,Puebla,E/1801/GEN/2016,,No encontrado,,-10903519.443733295,2297940.8099953877
Tiar Hermosillo,Tiar Hermosillo SAPI de CV,Combustión interna,En operación,Gas Natural y Biogas,Tiar Hermosillo SAPI de CV,Privado,2018,2.5,20.01,null,Generación,Sonora,E/1756/GEN/2016,,No encontrado,,-12363639.894968415,3380203.9772515916
Tirio,CFE,Turbina Hidráulica,En operación,Agua,CFE,Público,2005,1.1,2.9,1.65,Generación,Michoacán,E/1603/GEN/2015,,No encontrado,,-11271443.53324041,2217453.022885361
Tizayuca Textil Vuva,"Tizayuca Textil Vuva, S. A. de C. V.",Combustión interna,En operación,Gas Natural,"Tizayuca Textil Vuva, S. A. de C. V.",Privado,2017,2,16.08,3,Generación,Hidalgo,E/1784/GEN/2016,,No encontrado,,-11017918.958933268,2251335.037454984
TMQ Generacion Energía Renovable,"TMQ Generacion Energía Renovable, S. A. P. I. de C. V.",Combustión interna,En operación,Biogas,Veolia,Privado,2012,2.75,24.06,2.47,Autoabastecimiento,Queretaro,E/962/AUT/2012,,No encontrado,,-11186390.210258279,2353466.9129709546
Tres Cruces,"Palmas de Candelaria, S. A. de C. V.",Turbina de Vapor y Combustión interna,En operación,Diesel,"Palmas de Candelaria, S. A. de C. V.",Privado,2019,4,17.28,3.7,Generación,Campeche,E/2181/GEN/2019,,No encontrado,,-10171400.761544095,2066098.6159591437
Unidad Molango,"Compañia Minera Autlán, S. A. de C. V., Unidad Molango",Combustión interna,En operación,Gas Natural y Diesel,Minera Autlán (Grupo Ferrominero),Privado,1991,10.88,24.7,9.79,Autoabastecimiento,Hidalgo,E/159/AUT/2000,,No encontrado,,-10992145.399906391,2388577.8428973863
Urrea Herramientas Profesionales,"Urrea Herramientas Profesionales, S. A. de C. V.",Turbina de Gas,En operación,Gas Natural,"Urrea Herramientas Profesionales, S. A. de C. V.",Privado,2013,1,7.13,0.9,Generación,Jalisco,E/994/GEN/2013,,No encontrado,,-11491825.877279053,2333212.9586300384
Veolus Servicios Energéticos II  Central 3,"Veolus Servicios Energéticos II, S. A. de C. V.",Combustión interna,En proyecto con permiso de la CRE,Gas Natural,Veolus,Privado,null,1.2,812,2.49,Generación,Ciudad de México,E/2248/GEN/2020,,No encontrado,,-11036722.462890742,2193747.1404666305
Veolus Servicios Energéticos II Central 1,"Veolus Servicios Energéticos II, S. A. de C. V.",Combustión interna,En proyecto con permiso de la CRE,Gas Natural,Veolus,Privado,null,1.2,957,1.06,Generación,Ciudad de México,E/2250/GEN/2020,,No encontrado,,-11038425.377253931,2211806.602979109
Veolus Servicios Energéticos II Central 2,"Veolus Servicios Energéticos II, S. A. de C. V.",Combustión interna,En proyecto con permiso de la CRE,Gas Natural,Veolus,Privado,null,1.2,812,2.39,Generación,Ciudad de México,E/2249/GEN/2020,,No encontrado,,-11038834.13240537,2214404.0325333
Veolus Servicios Energéticos II Central 4,"Veolus Servicios Energéticos II, S. A. de C. V.",Combustión interna,En construcción,Gas Natural,Veolus,Privado,null,1.2,812,1.77,Generación,Estado de México,E/2247/GEN/2020,,No encontrado,,-11094310.837389683,2194286.02313558
Vidrio Formas,"Vidrio Formas, S. A. de C. V.",Combustión interna,En operación,Diesel,"Vidrio Formas, S. A. de C. V.",Privado,2008,2.52,2.1,2.27,Autoabastecimiento,Estado de México,E/746/AUT/2008,,No encontrado,,-11079261.23037643,2190183.355524486
Xochitlan,Enersi Central Puebla,Turbina Hidráulica,En proyecto con permiso de la CRE,Agua,Generación Enersi S.A de C.V,Privado,null,19,104.48,28.5,Pequeño Productor,Puebla,E/1243/PP/2014,,No encontrado,,-10880547.924307099,2121342.530430067
Yoggo de Méxic,"Yoggo de México, S. A. de C. V.",Combustión interna,En operación,Diesel,Vali Comercial SA de CV,Privado,2008,1,0.79,0.9,Autoabastecimiento,San Luis Potosí,E/691/AUT/2007,,No encontrado,,-11241540.549872683,2537079.314028415
Central Jabalí,"Aldesa Energías Renovables de México, S. A. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE,Sol,Aldesa,Privado,null,50,132.4,60,Generación,Queretaro,E/1952/GEN/2017,,No encontrado,,-11104733.319524314,2376205.507283691
PEMEX Centro de Proceso y Transporte de Gas Atasta,PEMEX,Turbina de Gas,En operación,Gas Natural,PEMEX,Público,1998,8.1,21.35,7.29,Autoabastecimiento,Campeche,E/107/AUT/98,,No encontrado,,-10259738.939022373,2112867.8157762955
Zacapu Power,"Zacapu Power, S. de R. L. de C. V.",Turbina de Vapor,En proyecto con permiso de la CRE terminado,Gas Natural,Viscofan SA,Privado,null,8.3,5,12,Cogeneración,Michoacán,E/143/COG/99,,No encontrado,,-11329126.955660177,2253185.756372821
El Túnel,Industrias Wack S.A de C.V.,Turbina Hidráulica,En proyecto con permiso de la CRE,Agua,Industrias Wack S.A de C.V,Privado,null,3.5,28.82,5.25,Generación,Jalisco,E/1116/GEN/2014,14JA2011E0027,Autorizado condicionado,,-11705567.396981897,2274231.7566470564
El Salto,Industrias Wack S.A de C.V.,Turbina Hidráulica,En proyecto con permiso de la CRE,Agua,Industrias Wack S.A de C.V,Privado,null,3,23.52,4.5,Generación,Jalisco,E/1117/GEN/2014,,No encontrado,,-11703232.134477647,2271655.3769047842
Ingenio Tamazula,"Ingenio Tamazula, S.A. de C.V.",Turbina de Vapor,En operación,Bagazo de caña y Combustoleo,Azucar Grupo Saenz,Privado,1991,20.6,23.38,24.72,Autoabastecimiento,Jalisco,E/116/AUT/98,,No encontrado,,-11493096.545851856,2235689.6135224663
Chucpac,"HIDROELECTRICA XOCHIMILCO, S.A. DE C.V.",Turbina Hidráulica,En proyecto sin permiso de la CRE,Agua,"HIDROELECTRICA XOCHIMILCO, S.A. DE C.V",Privado,null,22,null,null,No definida,Chiapas,Permiso no encontrado,07CH2011ED010,Negado,,-10384014.090490403,1969732.3913617164
Cerro Prieto,CFE,Fotovoltaica,En operación,Sol,CFE,Público,2012,5,4009.91,691.28,Generación,Baja California,E/1573/GEN/2015,,No encontrado,,-12827895.107333822,3818055.1236966453
Plantronics,3Tek Solar,Fotovoltaica,En operación,Sol,3Tek Solar,Privado,2013,1.04,1.91,1.56,Autoabastecimiento,Baja California,E/992/AUT/2013,,No encontrado,,-13014837.412523026,3835403.0572342714
San Juan,"Basol de San Pedro, S. de R. L. de C. V.",Fotovoltaica,En proyecto con permiso de la CRE revocado,Sol,"Basol San Pedro, S. de R. L. de C. V.",Privado,null,16,34.48,24,Pequeño Productor,Yucatán,E/1258/PP/2014,,No encontrado,,-9787608.518336387,2351551.7447917564
Tres Mesas Fase 1,Frontera Renovable filial de Oak Creek Energy Systems (EEUU),Eólico,En operación,Viento,Oak Creek Energy Systems / GBM Infraestructura,Privado,2016,62.7,205,125.4,Autoabastecimiento,Tamaulipas,E/1029/AUT/2013,,No encontrado,,-11014643.188107567,2679023.784525156
Cogeneracion Bajio 2,Iberdrola Energía del Golfo S.A. de C.V.,Turbina de Gas y Turbina de Vapor,En proyecto con permiso de la CRE terminado,Gas Natural,Iberdrola,Privado,null,99.3,826.4,143.22,Generación,Queretaro,E/2233/GEN/2020,22QE2019E0026,Autorizado,,-11130597.406900687,2320870.8737506783
